,inquiring_people_corr,inquiring_people,html_url,title,interpellation_type,published_at,inquiring_parties,answering_ministries,answering_ministries_corr
56086,Dr. Max Matthiesen;Annette Schwarz;Burkhard Jasper,Burkhard Jasper;Annette Schwarz;Dr. Max Matthiesen,https://kleineanfragen.de/niedersachsen/17/2132-ein-jahr-betreuungsgeld-ist-echte-wahlfreiheit-fuer-eltern-bei-der-betreuungsentscheidung-gegeben,Ein Jahr Betreuungsgeld - Ist echte Wahlfreiheit für Eltern bei der Betreuungsentscheidung gegeben?,minor,2014-10-07T00:00:00Z,CDU,"Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung","Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung"
56087,Mechthild Ross-Luttmann,Mechthild Ross-Luttmann,https://kleineanfragen.de/niedersachsen/17/2145-kosteten-die-aussagen-der-justizministerin-im-fall-edathy-das-land-niedersachsen-bereits-geld-fuer-rechtsanwaelte,Kosteten die Aussagen der Justizministerin im Fall Edathy das Land Niedersachsen bereits Geld für Rechtsanwälte?,minor,2014-10-06T00:00:00Z,CDU,Niedersächsisches Justizministerium,Niedersächsisches Justizministerium
56088,Clemens Große Macke;Petra Joumaah;Ernst-Ingolf Angermann;Dr. Hans-Joachim Deneke-Jöhrens;Gudrun Pieper;Martin Bäumer;Ingrid Klopp;Christian Calderone;Hans-Heinrich Ehlen,Hans-Heinrich Ehlen;Dr. Hans-Joachim Deneke-Jöhrens;Martin Bäumer;Christian Calderone;Ingrid Klopp;Clemens Große Macke;Ernst-Ingolf Angermann;Gudrun Pieper;Petra Joumaah,https://kleineanfragen.de/niedersachsen/17/2134-wie-werden-in-niedersachsen-projekte-und-existenzgruendungen-von-frauen-im-laendlichen-raum-gefoerdert,Wie werden in Niedersachsen Projekte und Existenzgründungen von Frauen im ländlichen Raum gefördert?,minor,2014-10-06T00:00:00Z,CDU,"Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung","Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung"
56089,Jan-Christoph Oetjen,Jan-Christoph Oetjen,https://kleineanfragen.de/niedersachsen/17/2118-kosten-von-polizeieinsaetzen-im-rahmen-von-fussballspielen,Kosten von Polizeieinsätzen im Rahmen von Fußballspielen,minor,2014-10-06T00:00:00Z,FDP,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56090,André Bock;Heiner Schönecke;Gerda Hövel;Editha Lorberg;Clemens Große Macke;Karin Bertholdes-Sandrock;Karl-Heinz Bley;Dr. Hans-Joachim Deneke-Jöhrens;Helmut Dammann-Tamke;Gudrun Pieper;Annette Schwarz;Ingrid Klopp;Frank Oesterhelweg,Heiner Schönecke;Annette Schwarz;Gudrun Pieper;Editha Lorberg;Ingrid Klopp;Gerda Hövel;Clemens Große Macke;Dr. Hans-Joachim Deneke-Jöhrens;André Bock;Karl-Heinz Bley;Karin Bertholdes-Sandrock;Helmut Dammann-Tamke;Frank Oesterhelweg,https://kleineanfragen.de/niedersachsen/17/2117-whistleblowing-oder-denunziantentum-was-will-die-landesregierung,Whistleblowing oder Denunziantentum - was will die Landesregierung?,minor,2014-10-06T00:00:00Z,CDU,"Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz","Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz"
56091,Jan-Christoph Oetjen,Jan-Christoph Oetjen,https://kleineanfragen.de/niedersachsen/17/2144-videoueberwachung-in-niedersachsen,Videoüberwachung in Niedersachsen,minor,2014-10-02T00:00:00Z,FDP,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56092,Jan-Christoph Oetjen;Christian Grascha,Christian Grascha;Jan-Christoph Oetjen,https://kleineanfragen.de/niedersachsen/17/2136-virtuelle-leitstellen-sinnvolles-konzept-um-belastungsspitzen-abzufangen-teil-2,"Virtuelle Leitstellen - Sinnvolles Konzept, um Belastungsspitzen abzufangen? (Teil 2)",minor,2014-10-02T00:00:00Z,FDP,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56093,Burkhard Jasper,Burkhard Jasper,https://kleineanfragen.de/niedersachsen/17/2084-welche-massnahmen-plant-die-landesregierung-zur-weiterentwicklung-der-maritimen-hochschulausbildung-in,Welche Maßnahmen plant die Landesregierung zur Weiterentwicklung der maritimen Hochschulausbildung in Niedersachsen?,minor,2014-09-29T00:00:00Z,CDU,Niedersächsisches Ministerium für Wissenschaft und Kultur,Niedersächsisches Ministerium für Wissenschaft und Kultur
56094,Frank Oesterhelweg;Otto Deppmeyer;Lutz Winkelmann;Clemens Große Macke;Karin Bertholdes-Sandrock;Ernst-Ingolf Angermann;Dr. Hans-Joachim Deneke-Jöhrens;Helmut Dammann-Tamke;Martin Bäumer;Ingrid Klopp;Christian Calderone;Hans-Heinrich Ehlen,Lutz Winkelmann;Ingrid Klopp;Clemens Große Macke;Hans-Heinrich Ehlen;Otto Deppmeyer;Dr. Hans-Joachim Deneke-Jöhrens;Helmut Dammann-Tamke;Christian Calderone;Karin Bertholdes-Sandrock;Martin Bäumer;Ernst-Ingolf Angermann;Frank Oesterhelweg,https://kleineanfragen.de/niedersachsen/17/2083-wann-wird-die-im-april-2013-angekuendigte-personelle-verstaerkung-der-zentralstelle-fuer-landwirtschaftsstrafsachen,Wann wird die im April 2013 angekündigte personelle Verstärkung der Zentralstelle für Landwirtschaftsstrafsachen bei der Schwerpunktstaatsanwaltschaft Oldenburg umgesetzt?,minor,2014-09-29T00:00:00Z,CDU,Niedersächsisches Justizministerium,Niedersächsisches Justizministerium
56095,Björn Thümler;Dirk Toepffer;Clemens Große Macke,Clemens Große Macke;Dirk Toepffer;Björn Thümler,https://kleineanfragen.de/niedersachsen/17/2081-erfolgreiche-regionalpolitik-vs-neue-regionalpolitik,Erfolgreiche Regionalpolitik vs. neue Regionalpolitik,minor,2014-09-29T00:00:00Z,CDU,Niedersächsische Staatskanzlei,Niedersächsische Staatskanzlei
56096,Jan-Christoph Oetjen,Jan-Christoph Oetjen,https://kleineanfragen.de/niedersachsen/17/2082-aufnahme-syrischer-fluechtlinge-wurden-die-kurden-unzureichend-beruecksichtigt,Aufnahme syrischer Flüchtlinge - Wurden die Kurden unzureichend berücksichtigt?,minor,2014-09-26T00:00:00Z,FDP,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56097,Volker Bajus;Elke Twesten;Hans-Joachim Janßen,Volker Bajus;Hans-Joachim Janßen;Elke Twesten,https://kleineanfragen.de/niedersachsen/17/2119-umweltschaeden-aufgrund-der-trinkwasserfoerderung-fuer-die-hansestadt-bremen-im-landkreis-verden,Umweltschäden aufgrund der Trinkwasserförderung für die Hansestadt Bremen im Landkreis Verden,minor,2014-09-25T00:00:00Z,Bündnis 90/Die Grünen,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
56098,Dirk Toepffer,Dirk Toepffer,https://kleineanfragen.de/niedersachsen/17/2077-polizeistaerke-und-wachsende-kriminalitaet-in-der-landeshauptstadt-hannover,Polizeistärke und wachsende Kriminalität in der Landeshauptstadt Hannover,minor,2014-09-24T00:00:00Z,CDU,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56099,Jan-Christoph Oetjen,Jan-Christoph Oetjen,https://kleineanfragen.de/niedersachsen/17/2074-verbotene-versammlungen-kosten-durch-die-aufloesung,Verbotene Versammlungen - Kosten durch die Auflösung?,minor,2014-09-24T00:00:00Z,FDP,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56100,Jörg Hillmer,Jörg Hillmer,https://kleineanfragen.de/niedersachsen/17/2073-erfolgen-neubesetzung-der-koordinatorenstellen-fuer-sozialpaedagogik-sowie-fuer-land-und-forstwirtschaft-an-der,Erfolgen Neubesetzung der Koordinatorenstellen für Sozialpädagogik sowie für Land- und Forstwirtschaft an der Berufsbildenden Schule II/Georgsanstalt in Uelzen?,minor,2014-09-24T00:00:00Z,CDU,Niedersächsisches Kultusministerium,Niedersächsisches Kultusministerium
56101,Helmut Dammann-Tamke,Helmut Dammann-Tamke,https://kleineanfragen.de/niedersachsen/17/2072-stellt-der-fuer-landwirtschaft-zustaendige-minister-oeffentlich-seine-freundschaft-mit-personen-zur-schau-die,"Stellt der für Landwirtschaft zuständige Minister öffentlich seine Freundschaft mit Personen zur Schau, die illegal in Ställe eindringen?",minor,2014-09-24T00:00:00Z,CDU,"Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz","Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz"
56102,Jörg Hillmer,Jörg Hillmer,https://kleineanfragen.de/niedersachsen/17/2071-duldet-das-institut-ispa-der-universitaet-vechta-den-versand-von-e-mails-der-partei-buendnis-90-die-gruenen-ueber,Duldet das Institut ISPA der Universität Vechta den Versand von E-Mails der Partei Bündnis 90/Die Grünen über seine E-Mail-Verteiler?,minor,2014-09-24T00:00:00Z,CDU,Niedersächsisches Ministerium für Wissenschaft und Kultur,Niedersächsisches Ministerium für Wissenschaft und Kultur
56103,Dr. Marco Genthe,Dr. Marco Genthe,https://kleineanfragen.de/niedersachsen/17/2099-korruptionsverdacht-im-ljpa-der-geloeschte-e-mail-verkehr-des-staatssekretaers-scheibel,Korruptionsverdacht im LJPA - Der gelöschte E-Mail-Verkehr des Staatssekretärs Scheibel,minor,2014-09-23T00:00:00Z,FDP,Niedersächsisches Justizministerium,Niedersächsisches Justizministerium
56104,Dr. Marco Genthe,Dr. Marco Genthe,https://kleineanfragen.de/niedersachsen/17/2098-korruptionsverdacht-im-ljpa-anzahl-der-involvierten-mitarbeiter-im-ljpa-in-diesem-korruptionsfall,Korruptionsverdacht im LJPA - Anzahl der involvierten Mitarbeiter im LJPA in diesem Korruptionsfall,minor,2014-09-23T00:00:00Z,FDP,Niedersächsisches Justizministerium,Niedersächsisches Justizministerium
56105,Dr. Marco Genthe,Dr. Marco Genthe,https://kleineanfragen.de/niedersachsen/17/2097-korruptionsverdacht-im-ljpa-das-gespraech-des-staatssekretaers-scheibel-mit-dem-beschuldigten-richter-am-27-maerz,Korruptionsverdacht im LJPA - Das Gespräch des Staatssekretärs Scheibel mit dem beschuldigten Richter am 27. März 2014,minor,2014-09-23T00:00:00Z,FDP,Niedersächsisches Justizministerium,Niedersächsisches Justizministerium
56106,Mechthild Ross-Luttmann,Mechthild Ross-Luttmann,https://kleineanfragen.de/niedersachsen/17/2078-wann-sorgt-justizministerin-niewisch-lennartz-fuer-eine-angemessene-technische-ausstattung-in-der-justiz,Wann sorgt Justizministerin Niewisch-Lennartz für eine angemessene technische Ausstattung in der Justiz?,minor,2014-09-23T00:00:00Z,CDU,Niedersächsisches Justizministerium,Niedersächsisches Justizministerium
56107,Dr. Stephan Siemer;Otto Deppmeyer;Mechthild Ross-Luttmann;Thomas Adasch,Thomas Adasch;Dr. Stephan Siemer;Otto Deppmeyer;Mechthild Ross-Luttmann,https://kleineanfragen.de/niedersachsen/17/2075-plant-die-justizministerin-die-kuechen-der-justizvollzugsanstalten-zu-privatisieren,"Plant die Justizministerin, die Küchen der Justizvollzugsanstalten zu privatisieren?",minor,2014-09-23T00:00:00Z,CDU,Niedersächsisches Justizministerium,Niedersächsisches Justizministerium
56108,Aygül Özkan;Burkhard Jasper,Burkhard Jasper;Aygül Özkan,https://kleineanfragen.de/niedersachsen/17/2070-wie-geht-es-weiter-mit-dem-institut-fuer-islamische-theologie-an-der-universitaet-osnabrueck,Wie geht es weiter mit dem Institut für Islamische Theologie an der Universität Osnabrück?,minor,2014-09-23T00:00:00Z,CDU,Niedersächsisches Ministerium für Wissenschaft und Kultur,Niedersächsisches Ministerium für Wissenschaft und Kultur
56109,Hans-Heinrich Ehlen;Lutz Winkelmann;Otto Deppmeyer;Clemens Große Macke;Karin Bertholdes-Sandrock;Ernst-Ingolf Angermann;Dr. Hans-Joachim Deneke-Jöhrens;Helmut Dammann-Tamke;Martin Bäumer;Ingrid Klopp;Christian Calderone;Frank Oesterhelweg,Lutz Winkelmann;Ingrid Klopp;Clemens Große Macke;Karin Bertholdes-Sandrock;Martin Bäumer;Ernst-Ingolf Angermann;Frank Oesterhelweg;Christian Calderone;Hans-Heinrich Ehlen;Otto Deppmeyer;Dr. Hans-Joachim Deneke-Jöhrens;Helmut Dammann-Tamke,https://kleineanfragen.de/niedersachsen/17/2068-gibt-es-moeglicherweise-doch-einen-impfstoff-gegen-die-afrikanische-schweinepest,Gibt es möglicherweise doch einen Impfstoff gegen die afrikanische Schweinepest?,minor,2014-09-23T00:00:00Z,CDU,"Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz","Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz"
56110,Volker Bajus;Maaret Westphely;Miriam Staudte,Maaret Westphely;Miriam Staudte;Volker Bajus,https://kleineanfragen.de/niedersachsen/17/2079-erdoelfoerderung-erdgasproduktion-und-kavernenspeicherung-wie-sicher-sind-die-niedersaechsischen-rohrleitungsnetze,"Erdölförderung, Erdgasproduktion und Kavernenspeicherung: Wie sicher sind die niedersächsischen Rohrleitungsnetze?",minor,2014-09-22T00:00:00Z,Bündnis 90/Die Grünen,"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr","Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
56111,Karl-Heinz Bley,Karl-Heinz Bley,https://kleineanfragen.de/niedersachsen/17/2069-immer-mehr-unfaelle-was-tut-der-verkehrsminister,Immer mehr Unfälle - was tut der Verkehrsminister?,minor,2014-09-22T00:00:00Z,CDU,"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr","Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
56112,Horst Kortlang;Christian Grascha;Hillgriet Eilers;Gabriela König;Jörg Bode,Christian Grascha;Horst Kortlang;Hillgriet Eilers;Gabriela König;Jörg Bode,https://kleineanfragen.de/niedersachsen/17/2067-was-ist-alles-daseinsvorsorge-nach-auffassung-der-landesregierung-und-was-kostet-die-daseinsvorsorge-entsprechend,"Was ist alles Daseinsvorsorge nach Auffassung der Landesregierung, und was kostet die Daseinsvorsorge entsprechend den Vorstellungen in der Koalitionsvereinbarung mittel- und langfristig den Steuerzahler, insbesondere vor dem Hintergrund der demografischen Entwicklung?",minor,2014-09-22T00:00:00Z,FDP,Niedersächsische Staatskanzlei,Niedersächsische Staatskanzlei
56113,Björn Försterling;Frank Oesterhelweg,Björn Försterling;Frank Oesterhelweg,https://kleineanfragen.de/niedersachsen/17/2059-geschwindigkeitsreduzierungen-in-wolfenbuettel-keine-auffaelligkeiten-im-unfallgeschehen-kein-handlungsbedarf-keine,"Geschwindigkeitsreduzierungen in Wolfenbüttel: „keine Auffälligkeiten im Unfallgeschehen“, „kein Handlungsbedarf“, „keine Notwendigkeit“ - muss erst etwas passieren?",minor,2014-09-22T00:00:00Z,CDU;FDP,"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr","Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
56114,Rudolf Götz;Björn Försterling;Frank Oesterhelweg,Rudolf Götz;Frank Oesterhelweg;Björn Försterling,https://kleineanfragen.de/niedersachsen/17/2058-investitionsfoerderung-fuer-krankenhaeuser-ersatzneubau-des-st-elisabeth-krankenhauses-salzgitter,Investitionsförderung für Krankenhäuser - Ersatzneubau des St. Elisabeth-Krankenhauses Salzgitter,minor,2014-09-22T00:00:00Z,CDU;FDP,"Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung","Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung"
56115,Björn Thümler,Björn Thümler,https://kleineanfragen.de/niedersachsen/17/2057-beispiel-wesermarsch-und-noerdliches-oldenburger-land-was-unternimmt-die-landesregierung-gegen-den-lehrermangel,"Beispiel Wesermarsch und nördliches Oldenburger Land - Was unternimmt die Landesregierung gegen den Lehrermangel, insbesondere im ländlichen Raum?",minor,2014-09-19T00:00:00Z,CDU,Niedersächsisches Kultusministerium,Niedersächsisches Kultusministerium
56116,Filiz Polat;Julia Willie Hamburg;Meta Janssen-Kucz;Helge Limburg;Belit Onay,Julia Willie Hamburg;Helge Limburg;Meta Janssen-Kucz;Filiz Polat;Belit Onay,https://kleineanfragen.de/niedersachsen/17/2047-islamfeindliche-uebergriffe-in-niedersachsen,Islamfeindliche Übergriffe in Niedersachsen,minor,2014-09-17T00:00:00Z,Bündnis 90/Die Grünen,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56117,Heiner Schönecke,Heiner Schönecke,https://kleineanfragen.de/niedersachsen/17/2034-was-tut-die-landesregierung-gegen-illegale-sportwetten,Was tut die Landesregierung gegen illegale Sportwetten?,minor,2014-09-16T00:00:00Z,CDU,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56118,Hillgriet Eilers;Dr. Marco Genthe;Jan-Christoph Oetjen;Christian Dürr;Dr. Stefan Birkner,Christian Dürr;Dr. Stefan Birkner;Hillgriet Eilers;Dr. Marco Genthe;Jan-Christoph Oetjen,https://kleineanfragen.de/niedersachsen/17/2033-wie-ist-der-aktuelle-stand-bei-den-verhandlungen-um-einen-staatsvertrag-mit-den-muslimen,Wie ist der aktuelle Stand bei den Verhandlungen um einen Staatsvertrag mit den Muslimen?,minor,2014-09-16T00:00:00Z,FDP,Niedersächsisches Kultusministerium,Niedersächsisches Kultusministerium
56119,Jörg Hillmer;Dirk Toepffer;Kai Seefried;Clemens Lammerskitten;Astrid Vockert,Jörg Hillmer;Kai Seefried;Astrid Vockert;Clemens Lammerskitten;Dirk Toepffer,https://kleineanfragen.de/niedersachsen/17/2012-darf-das-mittagessen-nicht-ganztagsschulkindern-an-ganztagsschulen-verweigert-werden,Darf das Mittagessen Nicht-Ganztagsschulkindern an Ganztagsschulen verweigert werden?,minor,2014-09-16T00:00:00Z,CDU,Niedersächsisches Kultusministerium,Niedersächsisches Kultusministerium
56120,Björn Försterling;Almuth von Below-Neufeldt;Gabriela König;Christian Dürr;Sylvia Bruns,Christian Dürr;Sylvia Bruns;Almuth von Below-Neufeldt;Björn Försterling;Gabriela König,https://kleineanfragen.de/niedersachsen/17/2011-blockbeschulung-der-strassenbauer,Blockbeschulung der Straßenbauer,minor,2014-09-16T00:00:00Z,FDP,Niedersächsisches Kultusministerium,Niedersächsisches Kultusministerium
56121,Kai Seefried,Kai Seefried,https://kleineanfragen.de/niedersachsen/17/2010-wie-sichert-die-landesregierung-bundesweite-qualitaetsstandards-auf-dem-weg-zum-abitur,Wie sichert die Landesregierung bundesweite Qualitätsstandards auf dem Weg zum Abitur?,minor,2014-09-16T00:00:00Z,CDU,Niedersächsisches Kultusministerium,Niedersächsisches Kultusministerium
56122,Rudolf Götz;Horst Schiesgeries;Björn Thümler;Clemens Große Macke,Clemens Große Macke;Horst Schiesgeries;Rudolf Götz;Björn Thümler,https://kleineanfragen.de/niedersachsen/17/2035-eu-strukturfoerderungsperiode-2014-bis-2020-plant-die-landesregierung-unterschiedliche-kofinanzierungsanteile-der,EU-Strukturförderungsperiode 2014 bis 2020 - Plant die Landesregierung unterschiedliche Kofinanzierungsanteile der Kommunen?,minor,2014-09-15T00:00:00Z,CDU,Niedersächsische Staatskanzlei,Niedersächsische Staatskanzlei
56123,Hans-Heinrich Ehlen;Lutz Winkelmann;Otto Deppmeyer;Clemens Große Macke;Karin Bertholdes-Sandrock;Ernst-Ingolf Angermann;Dr. Hans-Joachim Deneke-Jöhrens;Helmut Dammann-Tamke;Martin Bäumer;Ingrid Klopp;Christian Calderone;Frank Oesterhelweg,Lutz Winkelmann;Ingrid Klopp;Frank Oesterhelweg;Clemens Große Macke;Christian Calderone;Hans-Heinrich Ehlen;Otto Deppmeyer;Helmut Dammann-Tamke;Karin Bertholdes-Sandrock;Martin Bäumer;Ernst-Ingolf Angermann;Dr. Hans-Joachim Deneke-Jöhrens,https://kleineanfragen.de/niedersachsen/17/2006-moorschutz-auf-kosten-der-niedersaechsischen-familienbetriebe,Moorschutz auf Kosten der niedersächsischen Familienbetriebe?,minor,2014-09-15T00:00:00Z,CDU,"Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz","Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz"
56124,Dr. Gero Hocker,Dr. Gero Hocker,https://kleineanfragen.de/niedersachsen/17/2009-welche-in-niedersachsen-vorkommenden-tierarten-stehen-unter-naturschutz,Welche in Niedersachsen vorkommenden Tierarten stehen unter Naturschutz?,minor,2014-09-12T00:00:00Z,FDP,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
56125,Kai Seefried;André Bock,Kai Seefried;André Bock,https://kleineanfragen.de/niedersachsen/17/2000-krisenmanagement-statt-masterplan-in-der-beruflichen-bildung,Krisenmanagement statt „Masterplan“ in der beruflichen Bildung?,minor,2014-09-12T00:00:00Z,CDU,Niedersächsisches Kultusministerium,Niedersächsisches Kultusministerium
56126,Dr. Stefan Birkner;Dr. Gero Hocker,Dr. Stefan Birkner;Dr. Gero Hocker,https://kleineanfragen.de/niedersachsen/17/1999-weshalb-haelt-die-landesregierung-gorleben-fuer-geologisch-ungeeignet,Weshalb hält die Landesregierung Gorleben für „geologisch ungeeignet“?,minor,2014-09-12T00:00:00Z,FDP,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
56127,Björn Försterling;Hillgriet Eilers;Almuth von Below-Neufeldt;Jan-Christoph Oetjen;Christian Dürr;Sylvia Bruns,Christian Dürr;Björn Försterling;Almuth von Below-Neufeldt;Hillgriet Eilers;Jan-Christoph Oetjen;Sylvia Bruns,https://kleineanfragen.de/niedersachsen/17/2008-medizinische-versorgung-von-asylbewerbern,Medizinische Versorgung von Asylbewerbern,minor,2014-09-11T00:00:00Z,FDP,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56128,Filiz Polat;Julia Willie Hamburg;Meta Janssen-Kucz;Helge Limburg;Belit Onay,Filiz Polat;Julia Willie Hamburg;Meta Janssen-Kucz;Belit Onay;Helge Limburg,https://kleineanfragen.de/niedersachsen/17/2005-adenauers-geheimarmee-mit-bezug-zu-niedersachsen,„Adenauers Geheimarmee“ mit Bezug zu Niedersachsen?,minor,2014-09-11T00:00:00Z,Bündnis 90/Die Grünen,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56129,Adrian Mohr,Adrian Mohr,https://kleineanfragen.de/niedersachsen/17/2004-organisationsstruktur-des-lgln-warum-wird-der-behoerdenstandort-verden-geschwaecht,Organisationsstruktur des LGLN - Warum wird der Behördenstandort Verden geschwächt?,minor,2014-09-11T00:00:00Z,CDU,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56130,Jan-Christoph Oetjen,Jan-Christoph Oetjen,https://kleineanfragen.de/niedersachsen/17/1998-dashcams-fuer-autofahrer-datenschutz-gewaehrleistet,Dashcams für Autofahrer - Datenschutz gewährleistet?,minor,2014-09-11T00:00:00Z,FDP,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56131,Hans-Heinrich Ehlen;Lutz Winkelmann;Otto Deppmeyer;Clemens Große Macke;Karin Bertholdes-Sandrock;Ernst-Ingolf Angermann;Dr. Hans-Joachim Deneke-Jöhrens;Helmut Dammann-Tamke;Martin Bäumer;Ingrid Klopp;Christian Calderone;Frank Oesterhelweg,Lutz Winkelmann;Ingrid Klopp;Clemens Große Macke;Karin Bertholdes-Sandrock;Martin Bäumer;Ernst-Ingolf Angermann;Frank Oesterhelweg;Otto Deppmeyer;Christian Calderone;Helmut Dammann-Tamke;Hans-Heinrich Ehlen;Dr. Hans-Joachim Deneke-Jöhrens,https://kleineanfragen.de/niedersachsen/17/1966-spielt-das-landwirtschaftsministerium-mit-dem-vertrauen-der-landwirte,Spielt das Landwirtschaftsministerium mit dem Vertrauen der Landwirte?,minor,2014-09-11T00:00:00Z,CDU,"Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz","Niedersächsisches Ministerium für Ernährung, Landwirtschaft und Verbraucherschutz"
56132,Kai Seefried,Kai Seefried,https://kleineanfragen.de/niedersachsen/17/1954-leiharbeit-an-niedersaechsischen-schulen,Leiharbeit an niedersächsischen Schulen?,minor,2014-09-11T00:00:00Z,CDU,Niedersächsisches Kultusministerium,Niedersächsisches Kultusministerium
56133,Filiz Polat;Julia Willie Hamburg;Meta Janssen-Kucz;Helge Limburg;Belit Onay,Filiz Polat;Julia Willie Hamburg;Meta Janssen-Kucz;Belit Onay;Helge Limburg,https://kleineanfragen.de/niedersachsen/17/1967-organisation-gladio-mit-bezug-zu-niedersachsen,„Organisation Gladio“ mit Bezug zu Niedersachsen?,minor,2014-09-10T00:00:00Z,Bündnis 90/Die Grünen,Niedersächsisches Ministerium für Inneres und Sport,Niedersächsisches Ministerium für Inneres und Sport
56134,Miriam Staudte;Anja Piel,Miriam Staudte;Anja Piel,https://kleineanfragen.de/niedersachsen/17/1960-ist-der-werkstoff-inconel-x-750-noch-immer-in-niedersaechsischen-atomkraftwerken-im-einsatz,Ist der Werkstoff Inconel X 750 noch immer in niedersächsischen Atomkraftwerken im Einsatz?,minor,2014-09-09T00:00:00Z,Bündnis 90/Die Grünen,"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz","Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz"
56135,Karl-Heinz Bley;Annette Schwarz,Karl-Heinz Bley;Annette Schwarz,https://kleineanfragen.de/niedersachsen/17/1956-radwegbenutzungspflicht-auf-dem-pruefstand-welche-konsequenzen-zieht-die-landesregierung,Radwegbenutzungspflicht auf dem Prüfstand - welche Konsequenzen zieht die Landesregierung?,minor,2014-09-09T00:00:00Z,CDU,"Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr","Niedersächsisches Ministerium für Wirtschaft, Arbeit und Verkehr"
56136,Christian Dürr;Almuth von Below-Neufeldt;Björn Försterling;Sylvia Bruns,Christian Dürr;Björn Försterling;Almuth von Below-Neufeldt;Sylvia Bruns,https://kleineanfragen.de/niedersachsen/17/1951-haeusliche-gewalt-immer-mehr-maenner-betroffen,Häusliche Gewalt - Immer mehr Männer betroffen?,minor,2014-09-09T00:00:00Z,FDP,"Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung","Niedersächsisches Ministerium für Soziales, Gesundheit und Gleichstellung"
